,country,year,cases,sex,age
46320,AM,2003,49.0,m,55-64
75166,AM,2004,1.0,f,0-14
80935,AM,2004,24.0,f,15-24
86704,AM,2004,17.0,f,25-34
92473,AM,2004,12.0,f,35-44
98242,AM,2004,10.0,f,45-54
104011,AM,2004,3.0,f,55-64
17476,AM,2004,2.0,m,0-14
23245,AM,2004,130.0,m,15-24
29014,AM,2004,72.0,m,25-34
34783,AM,2004,76.0,m,35-44
40552,AM,2004,62.0,m,45-54
46321,AM,2004,25.0,m,55-64
75167,AM,2005,3.0,f,0-14
80936,AM,2005,27.0,f,15-24
86705,AM,2005,21.0,f,25-34
92474,AM,2005,10.0,f,35-44
98243,AM,2005,11.0,f,45-54
69398,AM,2005,3.0,f,5-14
104012,AM,2005,4.0,f,55-64
17477,AM,2005,3.0,m,0-14
23246,AM,2005,170.0,m,15-24
29015,AM,2005,104.0,m,25-34
34784,AM,2005,83.0,m,35-44
40553,AM,2005,84.0,m,45-54
11708,AM,2005,2.0,m,5-14
46322,AM,2005,30.0,m,55-64
75168,AM,2006,3.0,f,0-14
80937,AM,2006,28.0,f,15-24
86706,AM,2006,29.0,f,25-34
92475,AM,2006,16.0,f,35-44
98244,AM,2006,15.0,f,45-54
69399,AM,2006,3.0,f,5-14
104013,AM,2006,7.0,f,55-64
17478,AM,2006,0.0,m,0-14
23247,AM,2006,113.0,m,15-24
29016,AM,2006,116.0,m,25-34
34785,AM,2006,96.0,m,35-44
40554,AM,2006,98.0,m,45-54
11709,AM,2006,0.0,m,5-14
46323,AM,2006,38.0,m,55-64
75169,AM,2007,2.0,f,0-14
80938,AM,2007,31.0,f,15-24
86707,AM,2007,22.0,f,25-34
92476,AM,2007,11.0,f,35-44
98245,AM,2007,7.0,f,45-54
69400,AM,2007,2.0,f,5-14
104014,AM,2007,7.0,f,55-64
17479,AM,2007,1.0,m,0-14
23248,AM,2007,81.0,m,15-24
29017,AM,2007,87.0,m,25-34
34786,AM,2007,100.0,m,35-44
40555,AM,2007,92.0,m,45-54
11710,AM,2007,1.0,m,5-14
46324,AM,2007,29.0,m,55-64
75170,AM,2008,4.0,f,0-14
80939,AM,2008,44.0,f,15-24
86708,AM,2008,25.0,f,25-34
92477,AM,2008,10.0,f,35-44
98246,AM,2008,14.0,f,45-54
69401,AM,2008,4.0,f,5-14
104015,AM,2008,10.0,f,55-64
17480,AM,2008,0.0,m,0-14
23249,AM,2008,53.0,m,15-24
29018,AM,2008,103.0,m,25-34
34787,AM,2008,74.0,m,35-44
40556,AM,2008,87.0,m,45-54
11711,AM,2008,0.0,m,5-14
46325,AM,2008,37.0,m,55-64
75171,AN,1996,0.0,f,0-14
80940,AN,1996,0.0,f,15-24
86709,AN,1996,0.0,f,25-34
92478,AN,1996,1.0,f,35-44
98247,AN,1996,0.0,f,45-54
104016,AN,1996,0.0,f,55-64
17481,AN,1996,0.0,m,0-14
23250,AN,1996,0.0,m,15-24
29019,AN,1996,0.0,m,25-34
34788,AN,1996,0.0,m,35-44
40557,AN,1996,1.0,m,45-54
46326,AN,1996,1.0,m,55-64
75172,AN,1997,0.0,f,0-14
80941,AN,1997,0.0,f,15-24
86710,AN,1997,2.0,f,25-34
92479,AN,1997,2.0,f,35-44
98248,AN,1997,1.0,f,45-54
104017,AN,1997,1.0,f,55-64
17482,AN,1997,0.0,m,0-14
23251,AN,1997,0.0,m,15-24
29020,AN,1997,1.0,m,25-34
34789,AN,1997,1.0,m,35-44
40558,AN,1997,0.0,m,45-54
46327,AN,1997,1.0,m,55-64
75173,AN,1998,0.0,f,0-14
80942,AN,1998,1.0,f,15-24
86711,AN,1998,0.0,f,25-34
92480,AN,1998,2.0,f,35-44
98249,AN,1998,1.0,f,45-54
104018,AN,1998,0.0,f,55-64
17483,AN,1998,0.0,m,0-14
23252,AN,1998,0.0,m,15-24
29021,AN,1998,0.0,m,25-34
34790,AN,1998,0.0,m,35-44
40559,AN,1998,0.0,m,45-54
46328,AN,1998,1.0,m,55-64
75174,AN,1999,0.0,f,0-14
80943,AN,1999,1.0,f,15-24
86712,AN,1999,1.0,f,25-34
92481,AN,1999,0.0,f,35-44
98250,AN,1999,0.0,f,45-54
104019,AN,1999,0.0,f,55-64
17484,AN,1999,0.0,m,0-14
23253,AN,1999,0.0,m,15-24
29022,AN,1999,1.0,m,25-34
34791,AN,1999,0.0,m,35-44
40560,AN,1999,1.0,m,45-54
46329,AN,1999,0.0,m,55-64
75175,AN,2000,0.0,f,0-14
80944,AN,2000,0.0,f,15-24
86713,AN,2000,1.0,f,25-34
92482,AN,2000,0.0,f,35-44
98251,AN,2000,0.0,f,45-54
104020,AN,2000,1.0,f,55-64
17485,AN,2000,0.0,m,0-14
23254,AN,2000,0.0,m,15-24
29023,AN,2000,1.0,m,25-34
34792,AN,2000,2.0,m,35-44
40561,AN,2000,0.0,m,45-54
46330,AN,2000,0.0,m,55-64
75176,AN,2001,0.0,f,0-14
80945,AN,2001,0.0,f,15-24
86714,AN,2001,1.0,f,25-34
92483,AN,2001,0.0,f,35-44
98252,AN,2001,0.0,f,45-54
104021,AN,2001,1.0,f,55-64
17486,AN,2001,0.0,m,0-14
23255,AN,2001,0.0,m,15-24
29024,AN,2001,1.0,m,25-34
34793,AN,2001,5.0,m,35-44
40562,AN,2001,0.0,m,45-54
46331,AN,2001,0.0,m,55-64
75177,AN,2002,0.0,f,0-14
80946,AN,2002,1.0,f,15-24
86715,AN,2002,0.0,f,25-34
92484,AN,2002,0.0,f,35-44
98253,AN,2002,1.0,f,45-54
104022,AN,2002,0.0,f,55-64
17487,AN,2002,0.0,m,0-14
23256,AN,2002,1.0,m,15-24
29025,AN,2002,1.0,m,25-34
34794,AN,2002,3.0,m,35-44
40563,AN,2002,2.0,m,45-54
46332,AN,2002,3.0,m,55-64
75178,AN,2003,0.0,f,0-14
80947,AN,2003,0.0,f,15-24
86716,AN,2003,1.0,f,25-34
92485,AN,2003,1.0,f,35-44
98254,AN,2003,0.0,f,45-54
104023,AN,2003,1.0,f,55-64
17488,AN,2003,0.0,m,0-14
23257,AN,2003,0.0,m,15-24
29026,AN,2003,2.0,m,25-34
34795,AN,2003,1.0,m,35-44
40564,AN,2003,0.0,m,45-54
46333,AN,2003,0.0,m,55-64
75179,AN,2004,0.0,f,0-14
80948,AN,2004,0.0,f,15-24
92486,AN,2004,1.0,f,35-44
98255,AN,2004,0.0,f,45-54
104024,AN,2004,0.0,f,55-64
17489,AN,2004,1.0,m,0-14
23258,AN,2004,1.0,m,15-24
29027,AN,2004,0.0,m,25-34
34796,AN,2004,4.0,m,35-44
40565,AN,2004,3.0,m,45-54
46334,AN,2004,0.0,m,55-64
75181,AN,2006,1.0,f,0-14
80950,AN,2006,0.0,f,15-24
86719,AN,2006,0.0,f,25-34
92488,AN,2006,0.0,f,35-44
98257,AN,2006,0.0,f,45-54
69412,AN,2006,1.0,f,5-14
104026,AN,2006,0.0,f,55-64
17491,AN,2006,0.0,m,0-14
23260,AN,2006,0.0,m,15-24
29029,AN,2006,0.0,m,25-34
34798,AN,2006,2.0,m,35-44
40567,AN,2006,1.0,m,45-54
11722,AN,2006,0.0,m,5-14
46336,AN,2006,1.0,m,55-64
75199,AO,1995,371.0,f,0-14
80968,AO,1995,707.0,f,15-24
86737,AO,1995,443.0,f,25-34
92506,AO,1995,264.0,f,35-44
98275,AO,1995,248.0,f,45-54
104044,AO,1995,130.0,f,55-64
17509,AO,1995,386.0,m,0-14
23278,AO,1995,724.0,m,15-24
29047,AO,1995,562.0,m,25-34
34816,AO,1995,346.0,m,35-44
40585,AO,1995,224.0,m,45-54
46354,AO,1995,155.0,m,55-64
75200,AO,1996,388.0,f,0-14
80969,AO,1996,1066.0,f,15-24
86738,AO,1996,963.0,f,25-34
92507,AO,1996,615.0,f,35-44
98276,AO,1996,370.0,f,45-54
104045,AO,1996,242.0,f,55-64
17510,AO,1996,360.0,m,0-14
23279,AO,1996,1036.0,m,15-24
29048,AO,1996,926.0,m,25-34
34817,AO,1996,1027.0,m,35-44
40586,AO,1996,469.0,m,45-54
46355,AO,1996,272.0,m,55-64
75201,AO,1997,431.0,f,0-14
80970,AO,1997,1165.0,f,15-24
86739,AO,1997,1007.0,f,25-34
92508,AO,1997,627.0,f,35-44
98277,AO,1997,411.0,f,45-54
104046,AO,1997,234.0,f,55-64
17511,AO,1997,419.0,m,0-14
23280,AO,1997,913.0,m,15-24
29049,AO,1997,1026.0,m,25-34
34818,AO,1997,819.0,m,35-44
40587,AO,1997,507.0,m,45-54
46356,AO,1997,304.0,m,55-64
75202,AO,1998,297.0,f,0-14
80971,AO,1998,1084.0,f,15-24
86740,AO,1998,970.0,f,25-34
92509,AO,1998,623.0,f,35-44
98278,AO,1998,319.0,f,45-54
104047,AO,1998,169.0,f,55-64
17512,AO,1998,240.0,m,0-14
23281,AO,1998,915.0,m,15-24
29050,AO,1998,950.0,m,25-34
34819,AO,1998,839.0,m,35-44
40588,AO,1998,470.0,m,45-54
46357,AO,1998,219.0,m,55-64
75203,AO,1999,459.0,f,0-14
80972,AO,1999,1197.0,f,15-24
86741,AO,1999,1157.0,f,25-34
92510,AO,1999,743.0,f,35-44
98279,AO,1999,474.0,f,45-54
104048,AO,1999,217.0,f,55-64
17513,AO,1999,391.0,m,0-14
23282,AO,1999,1134.0,m,15-24
29051,AO,1999,1237.0,m,25-34
34820,AO,1999,973.0,m,35-44
40589,AO,1999,518.0,m,45-54
46358,AO,1999,314.0,m,55-64
75204,AO,2000,247.0,f,0-14
80973,AO,2000,1142.0,f,15-24
86742,AO,2000,1091.0,f,25-34
92511,AO,2000,844.0,f,35-44
98280,AO,2000,417.0,f,45-54
104049,AO,2000,200.0,f,55-64
17514,AO,2000,186.0,m,0-14
23283,AO,2000,999.0,m,15-24
29052,AO,2000,1003.0,m,25-34
34821,AO,2000,912.0,m,35-44
40590,AO,2000,482.0,m,45-54
46359,AO,2000,312.0,m,55-64
75205,AO,2001,279.0,f,0-14
80974,AO,2001,993.0,f,15-24
86743,AO,2001,869.0,f,25-34
92512,AO,2001,647.0,f,35-44
98281,AO,2001,323.0,f,45-54
104050,AO,2001,200.0,f,55-64
17515,AO,2001,230.0,m,0-14
23284,AO,2001,892.0,m,15-24
29053,AO,2001,752.0,m,25-34
34822,AO,2001,648.0,m,35-44
40591,AO,2001,420.0,m,45-54
46360,AO,2001,197.0,m,55-64
75206,AO,2002,640.0,f,0-14
80975,AO,2002,2610.0,f,15-24
86744,AO,2002,2208.0,f,25-34
92513,AO,2002,1600.0,f,35-44
98282,AO,2002,972.0,f,45-54
104051,AO,2002,533.0,f,55-64
17516,AO,2002,435.0,m,0-14
23285,AO,2002,2223.0,m,15-24
29054,AO,2002,2292.0,m,25-34
34823,AO,2002,1915.0,m,35-44
40592,AO,2002,1187.0,m,45-54
46361,AO,2002,624.0,m,55-64
75207,AO,2003,591.0,f,0-14
80976,AO,2003,3078.0,f,15-24
86745,AO,2003,2641.0,f,25-34
92514,AO,2003,1747.0,f,35-44
98283,AO,2003,1157.0,f,45-54
104052,AO,2003,395.0,f,55-64
17517,AO,2003,409.0,m,0-14
23286,AO,2003,2355.0,m,15-24
29055,AO,2003,2598.0,m,25-34
34824,AO,2003,1908.0,m,35-44
40593,AO,2003,1090.0,m,45-54
46362,AO,2003,512.0,m,55-64
75208,AO,2004,733.0,f,0-14
80977,AO,2004,3198.0,f,15-24
86746,AO,2004,2772.0,f,25-34
92515,AO,2004,1854.0,f,35-44
98284,AO,2004,1029.0,f,45-54
104053,AO,2004,505.0,f,55-64
17518,AO,2004,554.0,m,0-14
23287,AO,2004,2684.0,m,15-24
29056,AO,2004,2659.0,m,25-34
34825,AO,2004,1998.0,m,35-44
40594,AO,2004,1196.0,m,45-54
46363,AO,2004,561.0,m,55-64
75209,AO,2005,704.0,f,0-14
80978,AO,2005,2926.0,f,15-24
86747,AO,2005,2682.0,f,25-34
92516,AO,2005,1797.0,f,35-44
98285,AO,2005,1138.0,f,45-54
104054,AO,2005,581.0,f,55-64
17519,AO,2005,520.0,m,0-14
23288,AO,2005,2549.0,m,15-24
29057,AO,2005,2797.0,m,25-34
34826,AO,2005,1918.0,m,35-44
40595,AO,2005,1255.0,m,45-54
46364,AO,2005,665.0,m,55-64
75210,AO,2006,689.0,f,0-14
80979,AO,2006,2851.0,f,15-24
86748,AO,2006,2892.0,f,25-34
92517,AO,2006,1990.0,f,35-44
98286,AO,2006,1223.0,f,45-54
104055,AO,2006,583.0,f,55-64
17520,AO,2006,540.0,m,0-14
23289,AO,2006,2632.0,m,15-24
29058,AO,2006,3049.0,m,25-34
34827,AO,2006,2182.0,m,35-44
40596,AO,2006,1397.0,m,45-54
46365,AO,2006,729.0,m,55-64
75211,AO,2007,703.0,f,0-14
80980,AO,2007,2943.0,f,15-24
86749,AO,2007,2721.0,f,25-34
92518,AO,2007,1812.0,f,35-44
98287,AO,2007,1041.0,f,45-54
104056,AO,2007,554.0,f,55-64
17521,AO,2007,484.0,m,0-14
23290,AO,2007,2824.0,m,15-24
29059,AO,2007,3197.0,m,25-34
34828,AO,2007,2255.0,m,35-44
40597,AO,2007,1357.0,m,45-54
46366,AO,2007,699.0,m,55-64
75212,AO,2008,512.0,f,0-14
80981,AO,2008,3199.0,f,15-24
86750,AO,2008,2786.0,f,25-34
92519,AO,2008,2082.0,f,35-44
98288,AO,2008,1209.0,f,45-54
104057,AO,2008,556.0,f,55-64
17522,AO,2008,367.0,m,0-14
23291,AO,2008,2970.0,m,15-24
29060,AO,2008,3493.0,m,25-34
34829,AO,2008,2418.0,m,35-44
40598,AO,2008,1480.0,m,45-54
46367,AO,2008,733.0,m,55-64
75229,AR,1996,107.0,f,0-14
80998,AR,1996,643.0,f,15-24
86767,AR,1996,591.0,f,25-34
92536,AR,1996,528.0,f,35-44
98305,AR,1996,546.0,f,45-54
104074,AR,1996,520.0,f,55-64
17539,AR,1996,113.0,m,0-14
23308,AR,1996,611.0,m,15-24
29077,AR,1996,535.0,m,25-34
34846,AR,1996,338.0,m,35-44
40615,AR,1996,276.0,m,45-54
46384,AR,1996,230.0,m,55-64
75230,AR,1997,133.0,f,0-14
80999,AR,1997,566.0,f,15-24
86768,AR,1997,511.0,f,25-34
92537,AR,1997,336.0,f,35-44
98306,AR,1997,240.0,f,45-54
104075,AR,1997,199.0,f,55-64
17540,AR,1997,96.0,m,0-14
23309,AR,1997,580.0,m,15-24
29078,AR,1997,600.0,m,25-34
34847,AR,1997,523.0,m,35-44
40616,AR,1997,489.0,m,45-54
46385,AR,1997,417.0,m,55-64
75231,AR,1998,94.0,f,0-14
81000,AR,1998,558.0,f,15-24
86769,AR,1998,498.0,f,25-34
92538,AR,1998,271.0,f,35-44
98307,AR,1998,229.0,f,45-54
104076,AR,1998,207.0,f,55-64
17541,AR,1998,84.0,m,0-14
23310,AR,1998,578.0,m,15-24
29079,AR,1998,571.0,m,25-34
34848,AR,1998,463.0,m,35-44
40617,AR,1998,476.0,m,45-54
46386,AR,1998,387.0,m,55-64
75232,AR,1999,108.0,f,0-14
81001,AR,1999,502.0,f,15-24
86770,AR,1999,442.0,f,25-34
92539,AR,1999,292.0,f,35-44
98308,AR,1999,210.0,f,45-54
104077,AR,1999,177.0,f,55-64
17542,AR,1999,90.0,m,0-14
23311,AR,1999,490.0,m,15-24
29080,AR,1999,546.0,m,25-34
34849,AR,1999,435.0,m,35-44
40618,AR,1999,464.0,m,45-54
46387,AR,1999,384.0,m,55-64
75233,AR,2000,121.0,f,0-14
81002,AR,2000,544.0,f,15-24
86771,AR,2000,479.0,f,25-34
92540,AR,2000,262.0,f,35-44
98309,AR,2000,230.0,f,45-54
104078,AR,2000,179.0,f,55-64
17543,AR,2000,97.0,m,0-14
23312,AR,2000,278.0,m,15-24
29081,AR,2000,594.0,m,25-34
34850,AR,2000,402.0,m,35-44
40619,AR,2000,419.0,m,45-54
46388,AR,2000,368.0,m,55-64
75234,AR,2001,85.0,f,0-14
81003,AR,2001,674.0,f,15-24
86772,AR,2001,561.0,f,25-34
92541,AR,2001,303.0,f,35-44
98310,AR,2001,242.0,f,45-54
104079,AR,2001,215.0,f,55-64
17544,AR,2001,78.0,m,0-14
23313,AR,2001,682.0,m,15-24
29082,AR,2001,611.0,m,25-34
34851,AR,2001,495.0,m,35-44
40620,AR,2001,471.0,m,45-54
46389,AR,2001,404.0,m,55-64
75235,AR,2002,117.0,f,0-14
81004,AR,2002,622.0,f,15-24
86773,AR,2002,580.0,f,25-34
92542,AR,2002,301.0,f,35-44
98311,AR,2002,237.0,f,45-54
104080,AR,2002,203.0,f,55-64
17545,AR,2002,70.0,m,0-14
23314,AR,2002,612.0,m,15-24
29083,AR,2002,658.0,m,25-34
34852,AR,2002,463.0,m,35-44
40621,AR,2002,477.0,m,45-54
46390,AR,2002,389.0,m,55-64
75236,AR,2003,99.0,f,0-14
81005,AR,2003,516.0,f,15-24
86774,AR,2003,513.0,f,25-34
92543,AR,2003,294.0,f,35-44
98312,AR,2003,241.0,f,45-54
104081,AR,2003,192.0,f,55-64
17546,AR,2003,89.0,m,0-14
23315,AR,2003,574.0,m,15-24
29084,AR,2003,565.0,m,25-34
34853,AR,2003,413.0,m,35-44
40622,AR,2003,461.0,m,45-54
46391,AR,2003,366.0,m,55-64
75237,AR,2004,98.0,f,0-14
81006,AR,2004,519.0,f,15-24
86775,AR,2004,477.0,f,25-34
92544,AR,2004,271.0,f,35-44
98313,AR,2004,237.0,f,45-54
104082,AR,2004,169.0,f,55-64
17547,AR,2004,64.0,m,0-14
23316,AR,2004,588.0,m,15-24
29085,AR,2004,543.0,m,25-34
34854,AR,2004,399.0,m,35-44
40623,AR,2004,387.0,m,45-54
46392,AR,2004,332.0,m,55-64
75238,AR,2005,90.0,f,0-14
81007,AR,2005,530.0,f,15-24
86776,AR,2005,474.0,f,25-34
92545,AR,2005,290.0,f,35-44
98314,AR,2005,198.0,f,45-54
104083,AR,2005,169.0,f,55-64
17548,AR,2005,64.0,m,0-14
23317,AR,2005,621.0,m,15-24
29086,AR,2005,530.0,m,25-34
34855,AR,2005,358.0,m,35-44
40624,AR,2005,384.0,m,45-54
46393,AR,2005,340.0,m,55-64
75239,AR,2006,74.0,f,0-14
81008,AR,2006,438.0,f,15-24
86777,AR,2006,437.0,f,25-34
92546,AR,2006,235.0,f,35-44
98315,AR,2006,197.0,f,45-54
69470,AR,2006,56.0,f,5-14
104084,AR,2006,173.0,f,55-64
17549,AR,2006,67.0,m,0-14
23318,AR,2006,519.0,m,15-24
29087,AR,2006,484.0,m,25-34
34856,AR,2006,360.0,m,35-44
40625,AR,2006,351.0,m,45-54
11780,AR,2006,48.0,m,5-14
46394,AR,2006,346.0,m,55-64
75240,AR,2007,70.0,f,0-14
81009,AR,2007,558.0,f,15-24
86778,AR,2007,500.0,f,25-34
92547,AR,2007,246.0,f,35-44
98316,AR,2007,217.0,f,45-54
69471,AR,2007,56.0,f,5-14
104085,AR,2007,172.0,f,55-64
17550,AR,2007,77.0,m,0-14
23319,AR,2007,656.0,m,15-24
29088,AR,2007,623.0,m,25-34
34857,AR,2007,401.0,m,35-44
40626,AR,2007,415.0,m,45-54
11781,AR,2007,63.0,m,5-14
46395,AR,2007,389.0,m,55-64
75241,AR,2008,66.0,f,0-14
81010,AR,2008,536.0,f,15-24
86779,AR,2008,506.0,f,25-34
92548,AR,2008,252.0,f,35-44
98317,AR,2008,221.0,f,45-54
69472,AR,2008,61.0,f,5-14
104086,AR,2008,157.0,f,55-64
17551,AR,2008,69.0,m,0-14
23320,AR,2008,633.0,m,15-24
29089,AR,2008,611.0,m,25-34
34858,AR,2008,390.0,m,35-44
40627,AR,2008,416.0,m,45-54
11782,AR,2008,58.0,m,5-14
46396,AR,2008,364.0,m,55-64
75259,AS,1997,0.0,f,0-14
81028,AS,1997,0.0,f,15-24
86797,AS,1997,0.0,f,25-34
92566,AS,1997,0.0,f,35-44
98335,AS,1997,1.0,f,45-54
104104,AS,1997,0.0,f,55-64
17569,AS,1997,1.0,m,0-14
23338,AS,1997,0.0,m,15-24
29107,AS,1997,0.0,m,25-34
34876,AS,1997,1.0,m,35-44
40645,AS,1997,1.0,m,45-54
46414,AS,1997,1.0,m,55-64
98338,AS,2000,1.0,f,45-54
40648,AS,2000,1.0,m,45-54
46417,AS,2000,1.0,m,55-64
92570,AS,2001,1.0,f,35-44
104108,AS,2001,1.0,f,55-64
46419,AS,2002,1.0,m,55-64
98341,AS,2003,1.0,f,45-54
46420,AS,2003,1.0,m,55-64
98342,AS,2004,1.0,f,45-54
46421,AS,2004,2.0,m,55-64
86805,AS,2005,1.0,f,25-34
98343,AS,2005,2.0,f,45-54
86806,AS,2006,1.0,f,25-34
98344,AS,2006,2.0,f,45-54
75286,AT,1995,6.0,f,0-14
81055,AT,1995,22.0,f,15-24
86824,AT,1995,52.0,f,25-34
92593,AT,1995,32.0,f,35-44
98362,AT,1995,21.0,f,45-54
104131,AT,1995,18.0,f,55-64
17596,AT,1995,4.0,m,0-14
23365,AT,1995,37.0,m,15-24
29134,AT,1995,95.0,m,25-34
34903,AT,1995,82.0,m,35-44
40672,AT,1995,89.0,m,45-54
46441,AT,1995,71.0,m,55-64
75288,AT,1997,33.0,f,0-14
81057,AT,1997,41.0,f,15-24
86826,AT,1997,93.0,f,25-34
92595,AT,1997,62.0,f,35-44
98364,AT,1997,52.0,f,45-54
104133,AT,1997,52.0,f,55-64
17598,AT,1997,24.0,m,0-14
23367,AT,1997,59.0,m,15-24
29136,AT,1997,117.0,m,25-34
34905,AT,1997,170.0,m,35-44
40674,AT,1997,168.0,m,45-54
46443,AT,1997,122.0,m,55-64
75290,AT,1999,0.0,f,0-14
81059,AT,1999,10.0,f,15-24
86828,AT,1999,16.0,f,25-34
92597,AT,1999,18.0,f,35-44
98366,AT,1999,6.0,f,45-54
104135,AT,1999,2.0,f,55-64
17600,AT,1999,0.0,m,0-14
23369,AT,1999,13.0,m,15-24
29138,AT,1999,40.0,m,25-34
34907,AT,1999,54.0,m,35-44
40676,AT,1999,52.0,m,45-54
46445,AT,1999,37.0,m,55-64
75291,AT,2000,1.0,f,0-14
81060,AT,2000,11.0,f,15-24
86829,AT,2000,22.0,f,25-34
92598,AT,2000,12.0,f,35-44
98367,AT,2000,11.0,f,45-54
104136,AT,2000,6.0,f,55-64
17601,AT,2000,1.0,m,0-14
23370,AT,2000,17.0,m,15-24
29139,AT,2000,30.0,m,25-34
34908,AT,2000,59.0,m,35-44
40677,AT,2000,42.0,m,45-54
46446,AT,2000,23.0,m,55-64
75292,AT,2001,1.0,f,0-14
81061,AT,2001,8.0,f,15-24
86830,AT,2001,13.0,f,25-34
92599,AT,2001,15.0,f,35-44
98368,AT,2001,4.0,f,45-54
104137,AT,2001,6.0,f,55-64
17602,AT,2001,1.0,m,0-14
23371,AT,2001,15.0,m,15-24
29140,AT,2001,27.0,m,25-34
34909,AT,2001,39.0,m,35-44
40678,AT,2001,37.0,m,45-54
46447,AT,2001,37.0,m,55-64
75293,AT,2002,0.0,f,0-14
81062,AT,2002,8.0,f,15-24
86831,AT,2002,13.0,f,25-34
92600,AT,2002,7.0,f,35-44
98369,AT,2002,5.0,f,45-54
104138,AT,2002,7.0,f,55-64
17603,AT,2002,1.0,m,0-14
23372,AT,2002,8.0,m,15-24
29141,AT,2002,14.0,m,25-34
34910,AT,2002,32.0,m,35-44
40679,AT,2002,43.0,m,45-54
46448,AT,2002,20.0,m,55-64
75294,AT,2003,2.0,f,0-14
81063,AT,2003,10.0,f,15-24
86832,AT,2003,25.0,f,25-34
92601,AT,2003,12.0,f,35-44
98370,AT,2003,7.0,f,45-54
104139,AT,2003,4.0,f,55-64
17604,AT,2003,0.0,m,0-14
23373,AT,2003,19.0,m,15-24
29142,AT,2003,31.0,m,25-34
34911,AT,2003,37.0,m,35-44
40680,AT,2003,43.0,m,45-54
46449,AT,2003,19.0,m,55-64
75295,AT,2004,0.0,f,0-14
81064,AT,2004,12.0,f,15-24
86833,AT,2004,15.0,f,25-34
92602,AT,2004,9.0,f,35-44
98371,AT,2004,3.0,f,45-54
104140,AT,2004,3.0,f,55-64
17605,AT,2004,1.0,m,0-14
23374,AT,2004,19.0,m,15-24
29143,AT,2004,19.0,m,25-34
34912,AT,2004,38.0,m,35-44
40681,AT,2004,27.0,m,45-54
46450,AT,2004,24.0,m,55-64
75296,AT,2005,0.0,f,0-14
81065,AT,2005,13.0,f,15-24
86834,AT,2005,11.0,f,25-34
92603,AT,2005,8.0,f,35-44
98372,AT,2005,3.0,f,45-54
69527,AT,2005,0.0,f,5-14
104141,AT,2005,5.0,f,55-64
17606,AT,2005,1.0,m,0-14
23375,AT,2005,32.0,m,15-24
29144,AT,2005,23.0,m,25-34
34913,AT,2005,22.0,m,35-44
40682,AT,2005,41.0,m,45-54
11837,AT,2005,0.0,m,5-14
46451,AT,2005,24.0,m,55-64
75297,AT,2006,2.0,f,0-14
81066,AT,2006,12.0,f,15-24
86835,AT,2006,12.0,f,25-34
92604,AT,2006,16.0,f,35-44
98373,AT,2006,5.0,f,45-54
69528,AT,2006,1.0,f,5-14
104142,AT,2006,3.0,f,55-64
17607,AT,2006,1.0,m,0-14
23376,AT,2006,9.0,m,15-24
29145,AT,2006,25.0,m,25-34
34914,AT,2006,36.0,m,35-44
40683,AT,2006,39.0,m,45-54
11838,AT,2006,1.0,m,5-14
46452,AT,2006,19.0,m,55-64
75298,AT,2007,2.0,f,0-14
81067,AT,2007,10.0,f,15-24
86836,AT,2007,14.0,f,25-34
92605,AT,2007,7.0,f,35-44
98374,AT,2007,11.0,f,45-54
69529,AT,2007,1.0,f,5-14
104143,AT,2007,2.0,f,55-64
17608,AT,2007,1.0,m,0-14
23377,AT,2007,12.0,m,15-24
29146,AT,2007,15.0,m,25-34
34915,AT,2007,27.0,m,35-44
40684,AT,2007,26.0,m,45-54
11839,AT,2007,1.0,m,5-14
46453,AT,2007,18.0,m,55-64
75317,AU,1997,0.0,f,0-14
81086,AU,1997,10.0,f,15-24
86855,AU,1997,15.0,f,25-34
92624,AU,1997,9.0,f,35-44
98393,AU,1997,5.0,f,45-54
104162,AU,1997,10.0,f,55-64
17627,AU,1997,1.0,m,0-14
23396,AU,1997,8.0,m,15-24
29165,AU,1997,24.0,m,25-34
34934,AU,1997,18.0,m,35-44
40703,AU,1997,13.0,m,45-54
46472,AU,1997,17.0,m,55-64
75318,AU,1998,2.0,f,0-14
81087,AU,1998,19.0,f,15-24
86856,AU,1998,24.0,f,25-34
92625,AU,1998,15.0,f,35-44
98394,AU,1998,8.0,f,45-54
104163,AU,1998,2.0,f,55-64
17628,AU,1998,0.0,m,0-14
23397,AU,1998,11.0,m,15-24
29166,AU,1998,22.0,m,25-34
34935,AU,1998,18.0,m,35-44
40704,AU,1998,13.0,m,45-54
46473,AU,1998,15.0,m,55-64
75319,AU,1999,0.0,f,0-14
81088,AU,1999,10.0,f,15-24
86857,AU,1999,16.0,f,25-34
92626,AU,1999,18.0,f,35-44
98395,AU,1999,6.0,f,45-54
104164,AU,1999,2.0,f,55-64
17629,AU,1999,0.0,m,0-14
23398,AU,1999,13.0,m,15-24
29167,AU,1999,40.0,m,25-34
34936,AU,1999,54.0,m,35-44
40705,AU,1999,52.0,m,45-54
46474,AU,1999,37.0,m,55-64
75320,AU,2000,0.0,f,0-14
81089,AU,2000,15.0,f,15-24
86858,AU,2000,19.0,f,25-34
92627,AU,2000,12.0,f,35-44
98396,AU,2000,15.0,f,45-54
104165,AU,2000,5.0,f,55-64
17630,AU,2000,3.0,m,0-14
23399,AU,2000,16.0,m,15-24
29168,AU,2000,35.0,m,25-34
34937,AU,2000,25.0,m,35-44
40706,AU,2000,24.0,m,45-54
46475,AU,2000,19.0,m,55-64
